0.01,12.0
0.02,23.0
0.03,35.0
0.04,42.0
0.05,49.0
0.06,56.0
0.07,64.0
0.08,78.0
0.09,87.0
0.1,103.0
0.11,118.0
0.12,129.0
0.13,136.0
0.14,141.0
0.15,152.0
0.16,166.0
0.17,171.0
0.18,178.0
0.19,186.0
0.2,192.0
0.21,201.0
0.22,203.0
0.23,216.0
0.24,228.0
0.25,240.0
0.26,253.0
0.27,265.0
0.28,271.0
0.29,279.0
0.3,283.0
0.31,300.0
0.32,307.0
0.33,315.0
0.34,322.0
0.35000000000000003,331.0
0.36,339.0
0.37,348.0
0.38,365.0
0.39,376.0
0.4,386.0
0.41000000000000003,403.0
0.42,410.0
0.43,422.0
0.44,431.0
0.45,438.0
0.46,450.0
0.47000000000000003,462.0
0.48,465.0
0.49,476.0
0.5,484.0
0.51,496.0
0.52,505.0
0.53,516.0
0.54,527.0
0.55,535.0
0.56,545.0
0.5700000000000001,555.0
0.58,558.0
0.59,566.0
0.6,576.0
0.61,587.0
0.62,600.0
0.63,611.0
0.64,626.0
0.65,631.0
0.66,647.0
0.67,655.0
0.68,669.0
0.6900000000000001,675.0
0.7000000000000001,688.0
0.71,703.0
0.72,714.0
0.73,726.0
0.74,743.0
0.75,746.0
0.76,758.0
0.77,768.0
0.78,774.0
0.79,781.0
0.8,790.0
0.81,807.0
0.8200000000000001,819.0
0.8300000000000001,836.0
0.84,849.0
0.85,856.0
0.86,865.0
0.87,876.0
0.88,884.0
0.89,896.0
0.9,904.0
0.91,914.0
0.92,919.0
0.93,931.0
0.9400000000000001,943.0
0.9500000000000001,954.0
0.96,961.0
0.97,974.0
0.98,980.0
0.99,989.0
1.0,1000.0
