totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
totalServiced,totalRejected
1.0030500000000002,1.0030500000000002
